[ 2025-10-27 18:49:20,885 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-10-27 18:49:23,240 ] 19 root - INFO - Initiated the data ingestion component
[ 2025-10-27 18:49:25,614 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-10-27 18:49:25,615 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-10-27 18:49:25,615 ] 75 root - INFO - Exporting train and test file path.
[ 2025-10-27 18:49:25,647 ] 84 root - INFO - Exported train and test file path.
[ 2025-10-27 18:49:25,649 ] 21 root - INFO - Completed the data ingestion component
[ 2025-10-27 18:49:25,651 ] 25 root - INFO - Initiated the data validation component
[ 2025-10-27 18:49:25,720 ] 32 root - INFO - Required number of columns:1
[ 2025-10-27 18:49:25,720 ] 33 root - INFO - Data frame has columns:13
[ 2025-10-27 18:49:25,720 ] 32 root - INFO - Required number of columns:1
[ 2025-10-27 18:49:25,720 ] 33 root - INFO - Data frame has columns:13
[ 2025-10-27 18:49:25,796 ] 29 root - INFO - Initiated the data transformation component
